Nimi,Puolue,Luottamuselin teksti,Alku,Loppu,Luottamuselimen asema
Pajala Pekka,KOK,Kaupunginvaltuusto,08.06.2010,17.01.2011,6. varajäsen
Pajala Pekka,KOK,Kaupunginvaltuusto,18.01.2011,31.12.2012,5. varajäsen
Pakarinen Marja,VAS,6. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Pakarinen Marja,VAS,6. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Pakarinen Marja,VAS,Perusturvalautakunta,08.12.2008,31.12.2012,Henkilökohtainen varajäsen
Pakarinen Marja,VAS,Työllisyysjaosto,22.01.2009,31.12.2012,Jäsen
Pakkalén Satu,SDP,Kulttuurilautakunta,08.12.2008,31.12.2010,Jäsen
Pakkalén Satu,SDP,37. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Pakkalén Satu,SDP,37. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Pakkalén Satu,SDP,6. Vaalitoimikunta,08.12.2011,05.02.2012,Jäsen
Pakkalén Satu,SDP,Korpilahden aluelautakunta,08.12.2008,31.12.2012,Jäsen
Pakkalén Satu,SDP,"Kulttuuri-, liikunta- ja nuorisolautakunta",01.01.2011,31.12.2012,Jäsen
Pakkalén Satu,SDP,Kulttuurijaosto,01.01.2011,31.12.2012,Jäsen
Pakkanen Juhani,SKP,7. Vaalilautakunta,27.04.2009,07.06.2009,1. varajäsen
Palmros Christian,SDP,18. Vaalilautakunta,27.04.2009,07.06.2009,3. varajäsen
Palmros Christian,SDP,18. Vaalilautakunta,24.03.2011,17.04.2011,3. varajäsen
Palmros Christian,SDP,18. Vaalilautakunta,08.12.2011,05.02.2012,3. varajäsen
Palmros Christian,SDP,Nuorisolautakunta,08.12.2008,31.12.2012,Henkilökohtainen varajäsen
Palmros Christian,SDP,Nuorisojaosto,01.01.2011,31.12.2012,Henkilökohtainen varajäsen
Paloniemi Aila,KESK,K-S liiton kuntayhtymän edustajainkokous,12.01.2009,10.03.2009,Jäsen
Paloniemi Aila,KESK,Kaupunginvaltuusto,03.11.2008,31.12.2012,Jäsen
Paloniemi Aila,KESK,Maakuntavaltuusto,11.03.2009,31.12.2012,Jäsen
Parhiala Kimmo,KOK,19. Vaalilautakunta,24.03.2011,17.04.2011,5. varajäsen
Parhiala Kimmo,KOK,19. Vaalilautakunta,08.12.2011,05.02.2012,5. varajäsen
Partanen Pauli,KOK,Kaupunginvaltuusto,03.11.2008,12.01.2009,Jäsen
Partanen Pauli,KOK,Kaupunginhallitus,03.11.2008,12.01.2009,2. varapuheenjohtaja
Partanen Pauli,KOK,Kaupunginvaltuusto,13.01.2009,31.12.2010,Puheenjohtaja
Partanen Pauli,KOK,Taloustoimikunta,02.02.2009,31.12.2010,Jäsen
Partanen Pauli,KOK,Jyväskylän mlk:n historiatoimikunta,27.10.2008,31.12.2011,Jäsen
Partanen Pauli,KOK,Laajennettu puheenjohtajisto,01.01.2009,31.12.2012,Jäsen
Partanen Pauli,KOK,K-S liiton kuntayhtymän edustajainkokous,12.01.2009,31.12.2012,Henkilökohtainen varajäsen
Partanen Pauli,KOK,Organisaatiotoimikunta,15.02.2010,31.12.2012,Jäsen
Partanen Pauli,KOK,Juhlatoimikunta (175-v),01.06.2010,31.12.2012,Jäsen
Partanen Pauli,KOK,Maakuntavaltuusto,01.08.2010,31.12.2012,Henkilökohtainen varajäsen
Partanen Pauli,KOK,Kaupunginvaltuusto,01.01.2011,31.12.2012,Pj/valtuusto ja hallitus
Partanen Pauli,KOK,Asuntomessutoimikunta,26.04.2011,31.12.2014,Jäsen
Patrikainen Anneli,SDP,24. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Patrikainen Anneli,SDP,24. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Patrikainen Anneli,SDP,24. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Paukama Merja,SDP,Jyväskylän Seudun Työterveyden jk,19.01.2009,31.03.2011,Henkilökohtainen varajäsen
Paukama Merja,SDP,19. Vaalilautakunta,24.03.2011,17.04.2011,3. varajäsen
Paukama Merja,SDP,26. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Paussu Tuula,SDP,9. Vaalilautakunta,27.04.2009,07.06.2009,6. varajäsen
Paussu Tuula,SDP,9. Vaalilautakunta,24.03.2011,17.04.2011,6. varajäsen
Paussu Tuula,SDP,9. Vaalilautakunta,08.12.2011,05.02.2012,6. varajäsen
Pehkonen Marjaana,PS,18. Vaalilautakunta,08.12.2011,05.02.2012,8. varajäsen
Peiponen Ari,SDP,7. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Peiponen Ari,SDP,Altek Aluetekniikan johtokunta,19.01.2009,31.12.2012,Henkilökohtainen varajäsen
Pekkala Ilkka,KESK,1. Vaalilautakunta,24.03.2011,17.04.2011,4. varajäsen
Pekkala Ilkka,KESK,1. Vaalilautakunta,08.12.2011,05.02.2012,4. varajäsen
Pekkala Ilkka,KESK,Käräjäoikeuden lautamiehet,01.04.2009,31.12.2012,Jäsen
Pekkarinen Mauri,KESK,K-S liiton kuntayhtymän edustajainkokous,12.01.2009,10.03.2009,Jäsen
Pekkarinen Mauri,KESK,Laajennettu puheenjohtajisto,01.01.2009,11.05.2009,Jäsen
Pekkarinen Mauri,KESK,Kaupunginvaltuusto,03.11.2008,31.12.2012,Jäsen
Pekkarinen Mauri,KESK,Maakuntavaltuusto,11.03.2009,31.12.2012,Jäsen
Pekkarinen Raija,KESK,26. Vaalilautakunta,18.05.2009,07.06.2009,Puheenjohtaja
Pekkarinen Raija,KESK,26. Vaalilautakunta,24.03.2011,17.04.2011,Puheenjohtaja
Pekkarinen Raija,KESK,26. Vaalilautakunta,08.12.2011,05.02.2012,Puheenjohtaja
Pekkarinen Sirpa,KESK,"K-S:n pelastuslaitos, liikelaitoksen johtokunta",01.01.2009,31.12.2012,1. varapuheenjohtaja
Pekki Harri,SDP,Ympäristöterveysjaosto,22.01.2009,31.12.2012,Henkilökohtainen varajäsen
Pelkonen Jaana,KOK,33. Vaalilautakunta,27.04.2009,07.06.2009,2. varajäsen
Pelkonen Sami,KOK,9. Vaalilautakunta,08.12.2011,05.02.2012,7. varajäsen
Penttinen Pekka,VAS,8. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Penttinen Pekka,VAS,8. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Penttinen Pekka,VAS,8. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Perkiö Pirjo,SDP,11. Vaalilautakunta,27.04.2009,07.06.2009,2. varajäsen
Perkiö Pirjo,SDP,11. Vaalilautakunta,24.03.2011,17.04.2011,2. varajäsen
Perkiö Pirjo,SDP,11. Vaalilautakunta,08.12.2011,05.02.2012,2. varajäsen
Pernu Ilkka,VAS,Kaupunkirakennelautakunta,08.12.2008,16.11.2009,Jäsen
Pernu Ilkka,VAS,Kaupunginvaltuusto,03.11.2008,31.12.2012,2. varajäsen
Perttula Anne-Maria,KESK,Jyväskylän Seudun Työterveyden jk,13.10.2009,31.03.2011,Henkilökohtainen varajäsen
Perttula Anne-Maria,KESK,Käräjäoikeuden lautamiehet,01.04.2009,31.12.2012,Jäsen
Perttula Anne-Maria,KESK,Kylän Kattauksen johtokunta,07.04.2009,31.12.2012,Henkilökohtainen varajäsen
Perttula Anne-Maria,KESK,Yksilöhuoltojaosto/Sos.ja.terv.ltk,11.06.2010,31.12.2012,Henkilökohtainen varajäsen
Perttula Anne-Maria,KESK,Jyväskylän Seudun Työterveyden jk,01.04.2011,31.12.2012,Henkilökohtainen varajäsen
Perttula Suvi,VIHR,Kulttuurilautakunta,08.12.2008,31.12.2010,Henkilökohtainen varajäsen
Perttula Suvi,VIHR,Altek Aluetekniikan johtokunta,19.01.2009,31.12.2012,Jäsen
Perttula Suvi,VIHR,Kulttuurijaosto,01.01.2011,31.12.2012,Jäsen
Pesonen Ville,SKP,4. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Petäjäjärvi Keijo,KESK,K-S shp:n kuntayhtymän yhtymävaltuusto,12.01.2009,31.12.2012,Jäsen
Petäjäjärvi Keijo,KESK,Jyväskylän Seudun Työterveyden jk,01.04.2011,31.12.2012,Jäsen
Petäjäniemi Marja,SKP,Keskusvaalilautakunta,03.11.2008,20.04.2009,3. varajäsen
Petäjäniemi Marja,SKP,11. Vaalilautakunta,27.04.2009,07.06.2009,1. varajäsen
Peura Timo,KESK,2. Vaalilautakunta,27.04.2009,07.06.2009,Varapuheenjohtaja
Peura Timo,KESK,Kaupunginvaltuusto,03.11.2008,17.01.2011,11. varajäsen
Peura Timo,KESK,2. Vaalilautakunta,24.03.2011,17.04.2011,Varapuheenjohtaja
Peura Timo,KESK,2. Vaalilautakunta,08.12.2011,05.02.2012,Varapuheenjohtaja
Peura Timo,KESK,Käräjäoikeuden lautamiehet,01.04.2009,31.12.2012,Jäsen
Peura Timo,KESK,Perusturvalautakunta,14.12.2010,31.12.2012,Henkilökohtainen varajäsen
Peura Timo,KESK,Kaupunginvaltuusto,18.01.2011,31.12.2012,10. varajäsen
Peura Timo,KESK,Työllisyysjaosto,21.01.2011,31.12.2012,Jäsen
Peura Timo,KESK,Joukkoliikennelautakunta,01.01.2012,31.12.2012,Henkilökohtainen varajäsen
Pienonen Toni,KOK,19. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Pietiläinen Johanna,SDP,4. Vaalilautakunta,27.04.2009,07.06.2009,4. varajäsen
Pietiläinen Tarja,KESK,Joukkoliikennelautakunta,01.01.2012,31.12.2012,Jäsen
Pii Mauri,KESK,20. Vaalilautakunta,27.04.2009,07.06.2009,4. varajäsen
Pii Mauri,KESK,20. Vaalilautakunta,24.03.2011,17.04.2011,4. varajäsen
Pii Mauri,KESK,20. Vaalilautakunta,08.12.2011,05.02.2012,4. varajäsen
Pii Mauri,KESK,Liikuntajaosto,01.01.2011,31.12.2012,Jäsen
Piilonen Susanna,KESK,Korpilahden aluelautakunta,19.09.2011,31.12.2012,Henkilökohtainen varajäsen
Piippanen Irma,KESK,31. Vaalilautakunta,27.04.2009,07.06.2009,5. varajäsen
Piippanen Irma,KESK,Jyväskylän Seudun Työterveyden jk,19.01.2009,12.10.2009,Henkilökohtainen varajäsen
Piippanen Irma,KESK,Jyväskylän Seudun Työterveyden jk,13.10.2009,31.03.2011,Jäsen
Piippanen Irma,KESK,31. Vaalilautakunta,24.03.2011,17.04.2011,5. varajäsen
Piippanen Irma,KESK,31. Vaalilautakunta,08.12.2011,05.02.2012,5. varajäsen
Piirtola Panu,VIHR,8. Vaalilautakunta,27.04.2009,07.06.2009,Puheenjohtaja
Piirtola Panu,VIHR,8. Vaalilautakunta,24.03.2011,17.04.2011,Puheenjohtaja
Piirtola Panu,VIHR,Tiejaosto,05.11.2009,13.10.2011,Henkilökohtainen varajäsen
Piirtola Panu,VIHR,Maaseutulautakunta,08.12.2008,24.10.2011,Henkilökohtainen varajäsen
Piirtola Panu,VIHR,Tulevaisuus- ja kaupunkisuunnittelulautakunta,08.12.2008,24.10.2011,Jäsen
Piispanen Jessica,EI,Kuokkalan alueen aluejk,01.08.2008,31.05.2009,
Pilke Hanna,SDP,Liikuntalautakunta,08.12.2008,31.12.2012,Henkilökohtainen varajäsen
Pirhonen Jari,SKP,Tulevaisuus- ja kaupunkisuunnittelulautakunta,08.12.2008,23.08.2010,Henkilökohtainen varajäsen
Pirinen Jani,SKP,15. Vaalilautakunta,27.04.2009,07.06.2009,1. varajäsen
Pirinen Jani,SKP,15. Vaalilautakunta,24.03.2011,17.04.2011,1. varajäsen
Pirinen Jani,SKP,15. Vaalilautakunta,08.12.2011,05.02.2012,1. varajäsen
Pirttimäki Emmi-Stina,KD,11. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Pirttinen Maija,SDP,4. Vaalitoimikunta,27.04.2009,07.06.2009,2. varajäsen
Pirttinen Maija,SDP,4. Vaalitoimikunta,24.03.2011,17.04.2011,2. varajäsen
Pirttinen Maija,SDP,4. Vaalitoimikunta,08.12.2011,05.02.2012,2. varajäsen
Pirttinen Matti,SDP,4. Vaalitoimikunta,27.04.2009,07.06.2009,Varapuheenjohtaja
Pirttinen Matti,SDP,4. Vaalitoimikunta,24.03.2011,17.04.2011,Varapuheenjohtaja
Pirttinen Matti,SDP,4. Vaalitoimikunta,08.12.2011,05.02.2012,Varapuheenjohtaja
Pitkänen Annika,KD,Käräjäoikeuden lautamiehet,01.04.2009,31.12.2012,Jäsen
Pitkänen Janne,EI,17. Vaalilautakunta,27.04.2009,07.06.2009,5. varajäsen
Pitkänen Janne,EI,17. Vaalilautakunta,24.03.2011,17.04.2011,5. varajäsen
Pitkänen Paavo,KOK,23. Vaalilautakunta,27.04.2009,07.06.2009,5. varajäsen
Pitkänen Paavo,KOK,Jyväskylän Vuokra-asunnot Oy:n hallitus,01.01.2009,31.12.2009,Varapuheenjohtaja
Pitkänen Paavo,KOK,Jyväskylän Vuokra-asunnot Oy:n hallitus,01.01.2010,31.12.2010,Jäsen
Pitkänen Paavo,KOK,Kaupunginvaltuusto,08.06.2010,17.01.2011,1. varajäsen
Pitkänen Paavo,KOK,23. Vaalilautakunta,24.03.2011,17.04.2011,5. varajäsen
Pitkänen Paavo,KOK,Jyväskylän Vuokra-asunnot Oy:n hallitus,01.01.2011,31.12.2011,Varapuheenjohtaja
Pitkänen Paavo,KOK,23. Vaalilautakunta,08.12.2011,05.02.2012,5. varajäsen
Pitkänen Paavo,KOK,Kaupunginvaltuusto,18.01.2011,31.12.2012,Jäsen
Pitkänen Paavo,KOK,Maakuntavaltuusto,18.01.2011,31.12.2012,Henkilökohtainen varajäsen
Pitkänen Paavo,KOK,Laajennettu puheenjohtajisto,20.09.2011,31.12.2012,Jäsen
Pitkänen Paavo,KOK,Kaupunginhallitus,20.09.2011,31.12.2012,Jäsen
Pitkänen Paavo,KOK,Talouspalvelukeskuksen johtokunta,27.09.2011,31.12.2012,Edustaja
Plattonen Hanna,SDP,Talouspalvelukeskuksen johtokunta,19.01.2009,16.08.2010,Henkilökohtainen varajäsen
Plattonen Hanna,SDP,Kaupunkirakennelautakunta,27.10.2009,23.08.2010,Henkilökohtainen varajäsen
Pohjola Kirsi,KOK,Tulevaisuus- ja kaupunkisuunnittelulautakunta,08.12.2008,16.03.2009,Henkilökohtainen varajäsen
Pohjolainen Teresa,KOK,19. Vaalilautakunta,27.04.2009,07.06.2009,5. varajäsen
Pohjolainen Teresa,KOK,3. Vaalilautakunta,24.03.2011,17.04.2011,5. varajäsen
Pohjonen Risto,EI,26. Vaalilautakunta,08.12.2011,05.02.2012,7. varajäsen
Poikola Antti,VIHR,Joukkoliikennelautakunta,01.01.2012,31.12.2012,Jäsen
Poltinora Esa,KOK,39. Vaalilautakunta,27.04.2009,07.06.2009,Varapuheenjohtaja
Poltinora Esa,KOK,39. Vaalilautakunta,24.03.2011,17.04.2011,Varapuheenjohtaja
Poltinora Esa,KOK,39. Vaalilautakunta,08.12.2011,05.02.2012,Varapuheenjohtaja
Porkka Janne,EI,7. Vaalilautakunta,27.04.2009,07.06.2009,2. varajäsen
Porkka Janne,EI,7. Vaalilautakunta,24.03.2011,17.04.2011,2. varajäsen
Porkkala Hannele,KOK,Tulevaisuus- ja kaupunkisuunnittelulautakunta,12.01.2009,16.11.2009,Jäsen
Porkkala Hannele,KOK,Tulevaisuus- ja kaupunkisuunnittelulautakunta,16.03.2009,16.11.2009,Henkilökohtainen varajäsen
Posa Camilla,EI,Nuorisolautakunta,11.05.2009,31.12.2011,Edustaja
Pouta Petri,KOK,Liikuntalautakunta,08.12.2008,31.12.2010,Henkilökohtainen varajäsen
Pouta Petri,KOK,Kaupunginvaltuusto,08.06.2010,17.01.2011,2. varajäsen
Pouta Petri,KOK,Liikuntajaosto,01.01.2011,02.11.2011,Henkilökohtainen varajäsen
Pouta Petri,KOK,Tarkastuslautakunta,01.01.2009,31.12.2012,Jäsen
Pouta Petri,KOK,Tarkastuslautakunta IV -jaosto,02.02.2009,31.12.2012,Jäsen
Pouta Petri,KOK,Kaupunginvaltuusto,18.01.2011,31.12.2012,1. varajäsen
Pouta Petri,KOK,Liikuntajaosto,03.11.2011,31.12.2012,Jäsen
Poutiainen Janne,KOK,9. Vaalilautakunta,27.04.2009,07.06.2009,7. varajäsen
Poutiainen Janne,KOK,9. Vaalilautakunta,24.03.2011,17.04.2011,7. varajäsen
Poutiainen Maija-Liisa,KOK,Jyväskylän Vuokra-asunnot Oy:n hallitus,01.01.2009,31.12.2009,Henkilökohtainen varajäsen
Poutiainen Maija-Liisa,KOK,Tarkastuslautakunta,01.01.2009,20.09.2010,Henkilökohtainen varajäsen
Poutiainen Maija-Liisa,KOK,Tarkastuslautakunta,21.09.2010,31.12.2012,Jäsen
Poutiainen Maija-Liisa,KOK,Tarkastuslautakunta/I-jaosto,21.09.2010,31.12.2012,Jäsen
Powling Paula,SDP,14. Vaalilautakunta,27.04.2009,07.06.2009,1. varajäsen
Powling Paula,SDP,14. Vaalilautakunta,24.03.2011,17.04.2011,1. varajäsen
Powling Paula,SDP,14. Vaalilautakunta,08.12.2011,05.02.2012,1. varajäsen
Prevot Katja,EI,12. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Prevot Katja,SKP,12. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Puhakka Ismo,SDP,5. Vaalilautakunta,27.04.2009,07.06.2009,Varapuheenjohtaja
Puhakka Ismo,SDP,Nuorisolautakunta,08.12.2008,24.08.2009,Jäsen
Pulkkinen Anna,KESK,8. Vaalilautakunta,24.03.2011,17.04.2011,7. varajäsen
Pulkkinen Anna,KESK,8. Vaalilautakunta,08.12.2011,05.02.2012,7. varajäsen
Pulkkinen Outi,KESK,32. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Pulkkinen Outi,KESK,32. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Pulli Matti,KOK,3. Vaalitoimikunta,27.04.2009,07.06.2009,Puheenjohtaja
Pulli Terhi,KOK,Kaupunginhallitus,03.11.2008,31.12.2010,Jäsen
Pulli Terhi,KOK,Sivistyslautakunta,01.01.2009,31.12.2010,Edustaja
Pulli Terhi,KOK,Taloustoimikunta,02.02.2009,31.12.2010,Jäsen
Pulli Terhi,KOK,Kaupunginhallitus,01.01.2011,17.01.2011,Jäsen
Pulli Terhi,KOK,Sivistyslautakunta,17.01.2011,27.02.2011,Edustaja
Pulli Terhi,KOK,Yksilöhuoltojaosto/Sos.ja.terv.ltk,22.01.2009,19.01.2012,Jäsen
Pulli Terhi,KOK,Kaupunginvaltuusto,03.11.2008,31.12.2012,Jäsen
Pulli Terhi,KOK,"K-S:n pelastuslaitos, liikelaitoksen johtokunta",01.01.2009,31.12.2012,Henkilökohtainen varajäsen
Pulli Terhi,KOK,Laajennettu puheenjohtajisto,01.01.2009,31.12.2012,Jäsen
Pulli Terhi,KOK,K-S shp:n kuntayhtymän yhtymävaltuusto,12.01.2009,31.12.2012,2. varapuheenjohtaja
Pulli Terhi,KOK,Juhlatoimikunta (175-v),01.01.2011,31.12.2012,Jäsen
Pulli Terhi,KOK,Sotepa/Vammaisneuvosto,17.01.2011,31.12.2012,Edustaja
Pulli Terhi,KOK,Kaupunginhallitus,18.01.2011,31.12.2012,Vpj/valtuusto ja hallitus
Pulli Terhi,KOK,Tilapalvelun johtokunta,01.02.2011,31.12.2012,Varapuheenjohtaja
Pulli Terhi,KOK,Organisaatiotoimikunta,27.09.2011,31.12.2012,Henkilökohtainen varajäsen
Pulli Terhi,KOK,Sivistyslautakunta,27.09.2011,31.12.2012,Edustaja
Puntala Minna,SKP,1. Vaalilautakunta,27.04.2009,07.06.2009,2. varajäsen
Puntala Minna,SKP,1. Vaalilautakunta,24.03.2011,17.04.2011,2. varajäsen
Puranen Paavo,KESK,10. Vaalilautakunta,27.04.2009,07.06.2009,2. varajäsen
Puranen Paavo,KESK,10. Vaalilautakunta,24.03.2011,17.04.2011,2. varajäsen
Puranen Paavo,KESK,10. Vaalilautakunta,08.12.2011,05.02.2012,2. varajäsen
Puranen Pekka,EI,35. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Puranen Pekka,EI,35. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Purokuru Sanna,EI,"K-S:n pelastuslaitos, liikelaitoksen johtokunta",01.01.2009,31.12.2012,Henkilökohtainen varajäsen
Pursiainen Anni,VIHR,18. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Pursiainen Anni,VIHR,18. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Pursiainen Anni,VIHR,18. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Pursiainen Anni,VIHR,1. Vaalitoimikunta,08.12.2011,05.02.2012,3. varajäsen
Purtsi Jarno,KESK,Liikuntalautakunta,08.12.2008,31.12.2010,Jäsen
Puskala Anneli,SDP,22. Vaalilautakunta,27.04.2009,07.06.2009,Puheenjohtaja
Puskala Anneli,SDP,Kaupunginvaltuusto,03.11.2008,17.05.2010,13. varajäsen
Puskala Anneli,SDP,Liikuntalautakunta,08.12.2008,31.12.2010,Jäsen
Puskala Anneli,SDP,Palokan terv.huollon kuntayht. yhtymähall.,01.01.2009,31.12.2010,Jäsen
Puskala Anneli,SDP,22. Vaalilautakunta,24.03.2011,17.04.2011,Puheenjohtaja
Puskala Anneli,SDP,Kaupunginvaltuusto,18.05.2010,06.06.2011,12. varajäsen
Puskala Anneli,SDP,"Kulttuuri-, liikunta- ja nuorisolautakunta",01.01.2011,31.12.2012,Jäsen
Puskala Anneli,SDP,Liikuntajaosto,01.01.2011,31.12.2012,Jäsen
Puskala Anneli,SDP,Kaupunginvaltuusto,07.06.2011,31.12.2012,11. varajäsen
Putkonen Marita,SDP,1. Vaalilautakunta,08.12.2011,05.02.2012,5. varajäsen
Puttonen Kyösti,VAS,"K-S:n pelastuslaitos, liikelaitoksen johtokunta",01.01.2009,31.12.2012,Jäsen
Puttonen Mikko,KOK,10. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Puttonen Mikko,KOK,10. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Puttonen Mikko,KOK,Altek Aluetekniikan johtokunta,19.01.2009,31.12.2012,Henkilökohtainen varajäsen
Puusaari Elina,EI,8. Vaalilautakunta,27.04.2009,07.06.2009,7. varajäsen
Pynnönen Simo,SDP,Nuorisolautakunta,01.01.2009,31.12.2012,Henkilökohtainen varajäsen
Pynnönen Simo,SDP,Nuorisojaosto,01.01.2011,31.12.2012,Henkilökohtainen varajäsen
Päivinen Veikko,SDP,34. Vaalilautakunta,27.04.2009,07.06.2009,Varapuheenjohtaja
Päivinen Veikko,SDP,34. Vaalilautakunta,24.03.2011,17.04.2011,Varapuheenjohtaja
Pöntynen Pauli,VAS,22. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Pöntynen Pauli,VAS,22. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Pöntynen Pauli,VAS,22. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Pöppönen Joona,EI,Säynätsalon alueen aluejk,11.08.2008,30.05.2009,Jäsen
Pöppönen Matti,VAS,K-S liiton kuntayhtymän edustajainkokous,12.01.2009,10.03.2009,Henkilökohtainen varajäsen
Pöppönen Matti,VAS,21. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Pöppönen Matti,VAS,Kaupunginhallitus,03.11.2008,31.12.2010,Jäsen
Pöppönen Matti,VAS,Laajennettu puheenjohtajisto,01.01.2009,31.12.2010,Jäsen
Pöppönen Matti,VAS,Maaseutulautakunta,01.01.2009,31.12.2010,Edustaja
Pöppönen Matti,VAS,Taloustoimikunta,02.02.2009,31.12.2010,Jäsen
Pöppönen Matti,VAS,21. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Pöppönen Matti,VAS,Jyväskylän mlk:n historiatoimikunta,27.10.2008,31.12.2011,Jäsen
Pöppönen Matti,VAS,21. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Pöppönen Matti,VAS,Kaupunginvaltuusto,03.11.2008,31.12.2012,Jäsen
Pöppönen Matti,VAS,Maakuntavaltuusto,11.03.2009,31.12.2012,Henkilökohtainen varajäsen
Pöppönen Matti,VAS,Organisaatiotoimikunta,15.02.2010,31.12.2012,Henkilökohtainen varajäsen
Pöppönen Matti,VAS,Kaupunginhallitus,01.01.2011,31.12.2012,Henkilökohtainen varajäsen
Pöppönen Matti,VAS,Maaseutulautakunta,17.01.2011,31.12.2012,Edustaja
Pöyhönen Pentti,VAS,3. Vaalitoimikunta,27.04.2009,07.06.2009,1. varajäsen
Pöyhönen Pentti,VAS,3. Vaalitoimikunta,24.03.2011,17.04.2011,1. varajäsen
Pöyhönen Pentti,VAS,3. Vaalitoimikunta,08.12.2011,05.02.2012,1. varajäsen
Qvarnberg Karl-Eric,EI,13. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Qvarnberg Karl-Eric,EI,13. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Qvarnberg Karl-Eric,EI,19. Vaalilautakunta,08.12.2011,05.02.2012,1. varajäsen
Raatikainen Anna-Liisa,SDP,5. Vaalilautakunta,08.12.2011,05.02.2012,7. varajäsen
Raitolampi Markus,SKP,26. Vaalilautakunta,27.04.2009,07.06.2009,1. varajäsen
Raitolampi Markus,SKP,7. Vaalilautakunta,24.03.2011,17.04.2011,1. varajäsen
Raitolampi Markus,SKP,7. Vaalilautakunta,08.12.2011,05.02.2012,1. varajäsen
Raivio Emma,VIHR,"K-S:n pelastuslaitos, liikelaitoksen johtokunta",15.11.2011,31.12.2012,Jäsen
Rajala Arto,KOK,Joukkoliikennelautakunta,01.01.2012,31.12.2012,Jäsen
Rajala Jari,SDP,14. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Rajala Jari,SDP,14. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Rajamäki Jarmo,KESK,Jyväskylän koulutuskuntayhtymävalt.,12.01.2009,31.12.2012,Henkilökohtainen varajäsen
Rajanen Mika,SDP,Tarkastuslautakunta,23.02.2010,31.12.2012,Henkilökohtainen varajäsen
Rajanen Raimo,SDP,16. Vaalilautakunta,27.04.2009,07.06.2009,1. varajäsen
Rajanen Raimo,SDP,14. Vaalilautakunta,08.12.2011,05.02.2012,Varapuheenjohtaja
Rajanen Tuomo,EI,36. Vaalilautakunta,27.04.2009,07.06.2009,3. varajäsen
Rajanen Tuomo,EI,36. Vaalilautakunta,24.03.2011,17.04.2011,3. varajäsen
Raninen Antero,SDP,Jyväskylän Vuokra-asunnot Oy:n hallitus,01.01.2009,31.12.2009,Jäsen
Raninen Antero,SDP,Jyväskylän Vuokra-asunnot Oy:n hallitus,01.01.2010,31.12.2010,Jäsen
Raninen Antero,SDP,5. Vaalilautakunta,24.03.2011,17.04.2011,Varapuheenjohtaja
Raninen Antero,SDP,Jyväskylän Vuokra-asunnot Oy:n hallitus,01.01.2011,31.12.2011,Jäsen
Raninen Antero,SDP,5. Vaalilautakunta,08.12.2011,05.02.2012,Varapuheenjohtaja
Raninen Antero,SDP,Käräjäoikeuden lautamiehet,01.04.2009,31.12.2012,Jäsen
Rannila Sari,SDP,Käräjäoikeuden lautamiehet,01.04.2009,31.12.2012,Jäsen
Rantakangas Eetu,EI,19. Vaalilautakunta,08.12.2011,05.02.2012,8. varajäsen
Rantala Oskari,VAS,18. Vaalilautakunta,27.04.2009,07.06.2009,Varapuheenjohtaja
Rantala Oskari,VAS,Nuorisolautakunta,08.12.2008,31.12.2010,Jäsen
Rantala Oskari,VAS,Kaupunginvaltuusto,03.11.2008,31.12.2012,3. varajäsen
